	954.0
pilih	1550.0
diulas	2.0
eksis	17.0
penyajian	4.0
ksfir	2.0
lsg	31.0
nembak	7.0
lsi	3.0
mafia	36.0
lsm	8.0
lu2	2.0
amirudin	1.0
almin	1.0
jayak	1.0
mnjatuh	1.0
mafin	1.0
lte	2.0
ltn	1.0
kejujuranmu	1.0
dikoar2	1.0
ltr	2.0
bertumpuk	1.0
rmhnya	1.0
erte	1.0
karya	14.0
lub	1.0
lud	1.0
kesetiaanya	1.0
senesti	1.0
lue	28.0
hfdssak	1.0
luh	163.0
fitting	1.0
semampu	1.0
allah	1737.0
luk	2.0
allam	1.0
lum	12.0
luo	2.0
lut	1.0
mangkenye	1.0
neko2	2.0
lus	29.0
gratisan	9.0
luv	2.0
luu	17.0
n97	1.0
lux	1.0
luw	1.0
erwe	1.0
lve	1.0
perlindungan	24.0
impeacment	1.0
nggangu	1.0
afik	1.0
lwn	5.0
orkis	1.0
juling	1.0
nlri	2.0
lwt	11.0
sederajat	2.0
sipegendara	1.0
berendam	1.0
pengecut2	1.0
haremnya	1.0
pardede	3.0
bantran	1.0
memberontak	1.0
tauladan	14.0
pikir	187.0
sdkit	3.0
pikit	1.0
pikih	1.0
laku2	2.0
siyapa	10.0
menulis	7.0
tercatut	1.0
brankas	1.0
kecolok	2.0
ngegarong	1.0
mendanai	3.0
booosssss	1.0
musyrikin	2.0
ryan	2.0
london	4.0
comend	2.0
agamaislam	1.0
egepe	1.0
mendidiknya	1.0
syamsul	1.0
produsernya	1.0
blkgan	1.0
percya	6.0
ah0k	4.0
acceleration	1.0
pnyerapan	1.0
doeeeel	1.0
allahmu	3.0
kejutanya	1.0
sukanya	33.0
negatifnya	4.0
karakternya	7.0
kaziman	1.0
signal	2.0
eloklah	1.0
negatifnys	1.0
lakux	1.0
berikutnya	31.0
pikon	1.0
maen2	2.0
mwkili	1.0
ssngat	4.0
diperiksa	48.0
nasionalis	13.0
meniti	1.0
preet	77.0
mnyalahi	1.0
brprangka	1.0
preee	1.0
preed	1.0
ngumpeeet	1.0
yiiooo	1.0
stegah	1.0
meniup	1.0
coment	81.0
kabarnya	12.0
penyadapannya	3.0
kabarnye	2.0
pengecuut	1.0
comenk	1.0
bongggkaaaaarrrr	1.0
acra2	1.0
kejujuranya	1.0
bangkti	1.0
pengikut2	4.0
menit2	1.0
allahiu	1.0
meniru	15.0
kebiasaan	31.0
jongong	1.0
karan	4.0
karam	1.0
lagulah	1.0
prekk	1.0
semalem	1.0
karat	1.0
ma2	1.0
kaesng	1.0
thalib	3.0
diapungkan	2.0
mempermalukan	16.0
berwatak	1.0
kepnjara	1.0
mengungkap	18.0
afri	1.0
allahhu	8.0
pnydpan	1.0
mngerahkan	2.0
nglihat	2.0
terutama	66.0
motonya	1.0
dipakein	3.0
bacirik	1.0
diprovokasi	11.0
overstok	2.0
hokkk	1.0
kalleee	1.0
mnghujat	4.0
maa	1.0
seoalah2	1.0
kerrjaan	1.0
mad	6.0
mag	1.0
maf	5.0
mau2an	1.0
mai	4.0
mah	429.0
allahku	1.0
mak	43.0
laundry	2.0
manaaaaaa	2.0
mal	2.0
afud	1.0
mao	34.0
man	44.0
menipu	18.0
mas	421.0
prooot	2.0
kurangin	1.0
mar	5.0
hokky	1.0
mau	3541.0
mat	19.0
maw	3.0
may	10.0
max	11.0
koyongono	1.0
shyhab	1.0
bless	14.0
mba	44.0
dgkul	1.0
ikutan2	1.0
mbh	3.0
mbl	3.0
mbk	4.0
mencatat	4.0
mbo	5.0
sdkt2	1.0
md3	2.0
masalah	664.0
wxwxwxwx	1.0
hikuman	1.0
semalam	8.0
keatasannya	1.0
jomowi	1.0
dangan	1.0
jantung	31.0
mening	4.0
mch	1.0
karek	1.0
karen	1.0
comeel	1.0
reeves	1.0
karep	4.0
mcm	14.0
kangker	2.0
presidennnnn	1.0
karet	23.0
senafsu	1.0
meras	2.0
comedy	3.0
bangkok	2.0
merah	54.0
pertanyaanx	1.0
ekonominya	3.0
mdh	4.0
julian	1.0
alkur	3.0
jabatanpun	1.0
trhdap	1.0
preng	2.0
merdu	5.0
dtempat	1.0
berebrangan	1.0
med	2.0
menile	2.0
mei	20.0
meh	10.0
mek	4.0
mem	4.0
sbalikny	1.0
sbaliknx	2.0
men	12.0
pengikutx	1.0
mep	1.0
met	13.0
lalai	3.0
mey	1.0
mex	1.0
pertanyaan2	3.0
anjiiioong	1.0
materil	2.0
pikun	60.0
penyelengara	1.0
pikul	2.0
pikuk	3.0
pembisik	1.0
esek	3.0
tenaaannn	1.0
eseg	2.0
mercy	1.0
khottob	2.0
nmau	1.0
kemenagan	1.0
akanati	1.0
nmax	2.0
internetan	1.0
mga	4.0
mgg	6.0
mengemudi	1.0
seorangpun	2.0
mgk	10.0
wudhu	1.0
khottot	1.0
jembatan	14.0
kemarin2	7.0
mgp	3.0
mi4	2.0
zholumi	1.0
resident	2.0
mha	3.0
frozen	2.0
kehikangan	1.0
mhl	1.0
konyong	1.0
mhn	8.0
penjuru	9.0
mhs	2.0
gorok	12.0
bsnget	1.0
nehiiiii	1.0
dinaiikan	1.0
mia	5.0
mic	3.0
mib	1.0
mie	12.0
mid	1.0
believe	1.0
koncone	3.0
diucapin	1.0
isrin	2.0
mil	4.0
lhawong	1.0
mio	1.0
min	46.0
manfaaatnya	1.0
mis	3.0
negriku	5.0
kecualih	1.0
mir	1.0
lakar	1.0
mit	1.0
diserang	18.0
sosmed	40.0
mix	2.0
propil	1.0
miz	1.0
mjd	12.0
esia	1.0
sosmet	1.0
goro2	1.0
nmbh	2.0
smbrang	1.0
bangkit	34.0
mju	4.0
mencetuskan	1.0
mka	10.0
ahoklahkrkinian	1.0
seumur	57.0
kemalingan	1.0
mke	1.0
mkd	9.0
negrimu	2.0
nekad	6.0
bragam	1.0
konyol2	1.0
legalkn	1.0
mkn	100.0
mks	2.0
mkr	3.0
keheran	1.0
allahuakabar	1.0
menempatkan	3.0
greedy	1.0
mky	1.0
mkx	5.0
adapun	2.0
nmer	4.0
masakin	1.0
pencapaiyan	1.0
ketegasanx	1.0
sepotonk	1.0
mlh	64.0
diumbar	5.0
mll	2.0
wudel	1.0
mlm	14.0
sehhhh	1.0
mn2	2.0
selwsai	1.0
alloh	253.0
mlt	2.0
mls	3.0
mn5	1.0
mlu	15.0
mlz	2.0
syaiful	3.0
mma	2.0
allow	1.0
bangket	4.0
mmg	205.0
lehermu	2.0
mmk	1.0
smackdown	1.0
mmm	2.0
legalin	1.0
isrel	1.0
baiat2	2.0
mimpiiiii	2.0
utangi	1.0
holan	1.0
aslinyaa	2.0
laki2	18.0
mna	72.0
ngaitkan	1.0
mnc	6.0
nyangkul	1.0
bicara	398.0
stndarisasi	2.0
mng	6.0
prduk	1.0
nyangkut	9.0
mnm	1.0
mp4	1.0
mnr	3.0
mp3	1.0
mnt	10.0
mns	4.0
ngejual	1.0
agat	2.0
agar	310.0
nekat	10.0
nekan	2.0
agak	37.0
diterapkan	8.0
moa	1.0
agan	1.0
agam	13.0
sragam	2.0
tutupin	1.0
neken	1.0
moh	2.0
zyiriek	1.0
mom	1.0
mon	1.0
mos	1.0
mou	5.0
sangatlah	5.0
dibidang	2.0
ntahan	2.0
eson	1.0
mpe	8.0
esok	6.0
pencapaian	2.0
tertera	7.0
petinya	1.0
mpo	16.0
dokma2	1.0
cangkam	1.0
mpr	43.0
disibak	1.0
daaahh	1.0
majuuu	2.0
ulalaaaah	1.0
allahya	1.0
terhebat	1.0
koroner	2.0
kampung2	2.0
dnegara	2.0
propam	2.0
kentukkk	1.0
mrb	1.0
sedangan	1.0
leherenya	1.0
agel	2.0
mrh	2.0
agen	3.0
inkonsisten	1.0
mrl	1.0
mrk	205.0
mrp	1.0
pringsewu	1.0
pemangsa	1.0
prdya	1.0
msa	8.0
bangkai	46.0
msb	1.0
aamin3xallohuma	1.0
msg	10.0
wadahhhhh	1.0
msi	6.0
permufakatannya	1.0
msh	455.0
allen	6.0
msk	88.0
disidang	19.0
alles	1.0
msl	2.0
esti	1.0
msu	3.0
mst	2.0
allahuu	1.0
bertingkah	10.0
nyabelin	1.0
pantesnya	15.0
monoritas	1.0
mta	3.0
blakangnya	1.0
kentutnya	3.0
mti	4.0
tuwek	5.0
apakhabar	1.0
mtr	4.0
bungkuuuussss	3.0
berprestasi	7.0
menggmbrkn	1.0
mua	4.0
mub	2.0
mud	4.0
mui	1034.0
muh	9.0
muk	3.0
jada	1.0
mul	5.0
kaniballl	1.0
muo	1.0
mun	2.0
mus	53.0
keberagaman	8.0
mur	1.0
muu	1.0
galungan	1.0
jadi	3176.0
mut	29.0
demo2x	1.0
mentapkan	1.0
pusing	78.0
nmor	4.0
oalaaa	1.0
jacs	1.0
brngkat	1.0
tentangga	1.0
tabiatnya	7.0
fivesome	1.0
memushi	1.0
rukiah	1.0
agil	28.0
agim	2.0
allhu	1.0
esuk	1.0
keragu	1.0
jack	10.0
no23	1.0
kbrtan	1.0
signifikan	5.0
simpanan	9.0
seimannya	2.0
frinsif	1.0
nabi2	3.0
kuisioner	1.0
jafi	6.0
angkuhh	2.0
endingx	1.0
cobalah	12.0
komitmen	7.0
mwx	1.0
mafia2	2.0
nyangkal	3.0
cangkir	2.0
agme	2.0
kampnye	1.0
agma	13.0
menghakimin	1.0
injakkan	1.0
mahok	2.0
mnntu	1.0
terkini	1.0
lebaaaaayyyyy	1.0
habibabi	2.0
thamrin	5.0
membutuhkan	19.0
kasihann	2.0
kasihani	8.0
habissss	3.0
antayuda	1.0
jado	1.0
mya	1.0
modelan	2.0
merugi	4.0
langkahnya	5.0
terdakea	1.0
pansus	8.0
bliau	6.0
sompret	1.0
duplikasi	2.0
nyoblosnya	3.0
sajikan	1.0
nabib	1.0
tersangka	185.0
hahahahahaha	40.0
jaga	219.0
rajyat	1.0
mencuri	14.0
majuny	1.0
jage	3.0
nuruti	3.0
tmbah	12.0
jagi	2.0
jago	87.0
jagn	3.0
diprmudah	1.0
gadis2	1.0
peresah	1.0
penilaiannya	2.0
bertahun2	6.0
ciahhhh	1.0
tafsirannya	1.0
meruah	1.0
pintr	6.0
panduannya	1.0
ribet	42.0
pintu	24.0
whatt	1.0
cangkem	3.0
spermanya	1.0
bubu2	1.0
wkwkkwmmq	1.0
sopan2xnya	1.0
pinta	2.0
jaja	24.0
meruba	1.0
annnnnnnnnn	1.0
pembodohan	26.0
pembodoham	1.0
jaim	2.0
jail	1.0
dikait2kan	1.0
agok	1.0
tahajjud	1.0
disiapkan	3.0
jahu	1.0
tersangks	1.0
sikampreet	1.0
drogba	1.0
nobile	1.0
paaaaaaaaaaaak	1.0
jali	2.0
jall	1.0
tegurlah	1.0
diboongin	1.0
jaln	3.0
luuuue	1.0
mempersoalkan	1.0
aathirah	1.0
jakt	1.0
dilawan	2.0
ayukk	1.0
manggut2	1.0
zyang	1.0
bubur	13.0
bubuh	1.0
sradak	2.0
mnggonggong	1.0
jala	1.0
bubuk	1.0
babeini	1.0
wkwkwkkkkkkk	3.0
makannan	1.0
maaaaantaaaap	1.0
disenggol	2.0
provinsi2	1.0
congkaknya	1.0
paleluh	1.0
perencana	3.0
ormas2	23.0
cntohnya	1.0
jaka	6.0
yayasan	5.0
serupiyahpun	1.0
jang	47.0
pinya	1.0
patuhlah	1.0
dicintainya	1.0
nah	261.0
pejabat2	6.0
naj	2.0
nai	1.0
nal	1.0
nak	48.0
kemaren2	11.0
nan	3.0
snntiasa	1.0
sepegetahuan	1.0
nar	3.0
agua	2.0
jane	2.0
nas	3.0
nau	8.0
boroknye	2.0
keadaannya	1.0
boroknya	13.0
pembohongan	4.0
jamu	3.0
pasal2	3.0
widodo	12.0
nbi	1.0
primosikan	1.0
nmya	2.0
brmcam2	1.0
jama	4.0
aiparaturny	1.0
dalihnya	1.0
pantas	382.0
pantau	3.0
pantat	45.0
gunungkidul	1.0
rziq	2.0
etalase	1.0
terindikasi	15.0
fercumah	1.0
nch	1.0
pasang	40.0
anjrettttt	1.0
sejuuuuk	1.0
menguasai	25.0
manggung	5.0
hakikatnya	1.0
senbunyikn	1.0
smuenye	1.0
jaoh	1.0
pejabate	1.0
aguz	1.0
diamankan	5.0
brmnfaat	1.0
agus	519.0
nda	28.0
memperkosa	7.0
horeeee	6.0
ndi	1.0
ndk	27.0
pantai	8.0
ndo	1.0
ontohood	1.0
ssndir	1.0
mencampuri	4.0
pantaa	1.0
hhaahh	1.0
horeeer	1.0
istti	1.0
acuan	10.0
pnghalang	1.0
honor	4.0
pisangnya	4.0
neh	80.0
gading	9.0
neg	7.0
nei	2.0
nek	22.0
kaum2	4.0
jara	1.0
neo	2.0
jare	7.0
mndkng	2.0
net	3.0
kebagian	29.0
tenglung	1.0
mengedit	4.0
jari	537.0
nex	1.0
dbanggain	1.0
new	5.0
ney	3.0
renungkan	12.0
goubloookkkk	2.0
mengluuuuuuuh	1.0
etes	2.0
nfo	2.0
jaqa	1.0
masnya	2.0
istri	175.0
jiahaha	2.0
jatm	1.0
prhtk	2.0
kaund	1.0
nga	135.0
jatu	1.0
hakekat	4.0
bibirnya	6.0
nge	31.0
ngg	9.0
ngi	3.0
ngk	139.0
stressss	6.0
jata	1.0
ni2	1.0
nabur	1.0
ngr	6.0
shingga	3.0
jati	10.0
ngu	1.0
nabuk	1.0
jass	1.0
nha	1.0
gsnyang	2.0
genggamannya	1.0
mafhum	1.0
agys	1.0
nhh	2.0
mempermalujan	1.0
jasa	3.0
ksian	9.0
savealquran	1.0
ornag	4.0
kentutlah	2.0
nia	15.0
mantabs	5.0
nic	2.0
nie	56.0
nih	988.0
nig	2.0
hhaaas	1.0
mantabz	1.0
nii	18.0
mugkin	1.0
nil	3.0
nik	2.0
nin	3.0
mantabb	2.0
modele	2.0
nis	11.0
mantabh	1.0
slesaikan	1.0
hhaaaa	1.0
niy	1.0
tergabung	1.0
mertua	10.0
nja	16.0
pinak	3.0
modelx	1.0
persideng	1.0
klpran	1.0
mngutamakan	1.0
loncat	55.0
kshan	4.0
nenas	1.0
etis	12.0
jauh	269.0
brusaha	2.0
etik	2.0
nenek	112.0
terdakwa	47.0
dlakukan	1.0
ngelarang	7.0
neneg	1.0
brengset	1.0
neneh	1.0
kasarnya	2.0
jaya	42.0
tabung	3.0
nm0	1.0
kator	2.0
menghalang	2.0
mahal	57.0
nm2	1.0
piolitis	1.0
kekeluargaan	2.0
nkr	1.0
jantungan	4.0
nnek	1.0
rizyek	1.0
brengsek	12.0
begitupin	1.0
model2	4.0
mantaap	8.0
klakson	1.0
nlh	1.0
saifulloh	1.0
firzaaaaa	2.0
jawa	14.0
jawb	1.0
nlp	1.0
udang	20.0
danhil	1.0
miliaarr	1.0
lumpuhkan	3.0
mantaab	1.0
nene2	1.0
hsgahaaaaa	1.0
mantaaf	1.0
miripppp	1.0
pindh	1.0
nma	8.0
nomernya	1.0
bayinya	3.0
keindhn	1.0
cangkul	5.0
jazz	4.0
orng2	21.0
pinda	1.0
katro	4.0
mudawkwkw	2.0
whai	2.0
nmn	1.0
no2	23.0
no1	17.0
nmr	38.0
no3	7.0
aaaaaaarrrggghhh	1.0
nmx	2.0
ikutilah	10.0
nmy	2.0
baaaangat	1.0
sehebo	1.0
tutupi	15.0
ahai	1.0
nnc	1.0
ahah	1.0
mahar	4.0
nnk	1.0
berprasangkalah	2.0
brkuasa	12.0
ahay	1.0
ahax	1.0
nnu	1.0
nnt	31.0
nnx	1.0
nener	1.0
nenen	4.0
jayq	1.0
bererarti	1.0
haduhhhhh	1.0
string	2.0
pantez	1.0
noh	30.0
huhuhuuuuu	4.0
kadinya	1.0
nol	75.0
nok	4.0
hardikan	1.0
non	424.0
pantes	119.0
nop	2.0
bling	2.0
noo	2.0
hinaan	12.0
not	15.0
guoooobbblok	1.0
nov	2.0
statement	24.0
jharot	2.0
berkumpulnya	2.0
npa	3.0
thnnya	1.0
perduliny	1.0
npi	1.0
katut	1.0
jabatanx	1.0
nr2	1.0
hajahahahahhahaa	1.0
trrnyata	1.0
what	18.0
npt	1.0
mahdi	5.0
pantek	6.0
mnjelang	2.0
etos	1.0
episiode	1.0
smntara	1.0
sakingserang	1.0
nooooo	1.0
criteria	1.0
sipatnya	1.0
kanak2an	1.0
proses	212.0
tenyamung	1.0
prosen	1.0
umumnya	15.0
berbalut	1.0
xixixix	2.0
ahek	1.0
munafik	728.0
kalijodoh	2.0
ckampek	1.0
seindonesia	12.0
metro	214.0
karyax	1.0
wkwkkwmmammamw	2.0
munafiq	38.0
menhan	7.0
metri	1.0
panton	1.0
rendahan	7.0
dajjalnya	2.0
perduliin	1.0
ahhh	34.0
psendukung	1.0
nabah	1.0
orngx	1.0
musyrikkk	1.0
mahir	1.0
jabataan	1.0
kehabisan	55.0
xixixii	1.0
modern	16.0
danhrs	1.0
metup	1.0
nta	5.0
ntb	8.0
nte	20.0
nti	51.0
nth	2.0
ntk	3.0
syuuurrr	1.0
yaaaterserah	1.0
ntn	3.0
pingi	2.0
ntr	34.0
jbah	1.0
ntu	13.0
ntt	11.0
nty	1.0
jugonya	1.0
disedekahin	1.0
nud	1.0
qravi	1.0
nuh	4.0
nul	5.0
otaknye	1.0
nun	2.0
otaknya	62.0
nur	20.0
mantebssss	1.0
ditempatkan	2.0
kejedot	1.0
nus	1.0
kualitasx	1.0
pntesan	2.0
jantungku	1.0
hooax	1.0
ahik	14.0
tepokjidat	1.0
whhh	1.0
mestina	1.0
mestine	1.0
pererat	1.0
neeenng	1.0
menimpah	3.0
pleketeeeekk	1.0
termencret2	1.0
cos2an	1.0
nasehatin	4.0
ahir	11.0
dilporkn	1.0
tos2an	2.0
bangkotan	5.0
ahli	201.0
nyipelet	1.0
begitupun	3.0
alone	1.0
jantungmu	1.0
sdhkah	1.0
menyesatkan	32.0
ahlu	2.0
bergentayangan	1.0
amienbrais	1.0
rencanamu	1.0
duburnya	1.0
lanus	4.0
gelisa	2.0
mengajari	7.0
bisdsnya	1.0
joblh	1.0
jongkok	15.0
alooh	3.0
1putran	1.0
nya	3903.0
dipentas	1.0
nye	41.0
kskinya	2.0
udara	8.0
nyi	2.0
nyk	1.0
sukaaaaa	1.0
penggaurannya	1.0
nnti	70.0
gkggkkgkgkgkgkk	1.0
nys	1.0
nntn	3.0
nyu	1.0
hamburger	1.0
ahog	17.0
sdhlah	12.0
berkutik	8.0
ahob	1.0
nguping	5.0
gerwani	1.0
peach	3.0
jancooook	1.0
lamun	2.0
memperingat	1.0
lezat	3.0
tuyul	8.0
peace	22.0
klakuan	9.0
brother	4.0
elementer	1.0
rimson	2.0
mantapz	1.0
magog	1.0
dibulak	2.0
ngambang	8.0
ahpk	5.0
luuuuuh	1.0
pemerinyahan	1.0
mantapp	15.0
mantaps	4.0
kebijakn	1.0
separatisme	1.0
kata2	93.0
ahot	2.0
mengantarkan	2.0
nglokalin	1.0
ahoq	2.0
tiadak	1.0
umpetan	2.0
ahom	4.0
didalamnya	9.0
ahol	8.0
eantimpres	1.0
ahon	1.0
disempurnakan	1.0
rahwana	1.0
termurah	1.0
ahoh	2.0
buaya	7.0
ahok	9565.0
ahoj	7.0
mestiya	1.0
nglempar	2.0
ahox	87.0
statetmentnya	2.0
nngok	1.0
katax	11.0
aumannya	1.0
katay	3.0
mendahului	13.0
menceraikan	1.0
chairi	1.0
taiiikkkk	1.0
katai	1.0
mantap2	1.0
katak	5.0
katan	1.0
katam	1.0
o_o	1.0
pinteran	5.0
karuniakan	1.0
buasa	2.0
jabatannya	20.0
mencari2	12.0
nizam	6.0
buat2	8.0
munahar	1.0
mengajarkn	1.0
berperilaku	4.0
betkicau	1.0
selanjutnya	36.0
pimpn	1.0
tijuannya	1.0
berhati	32.0
ahuk	2.0
dcari	1.0
diutanakan	1.0
oah	1.0
oak	3.0
mantan2	5.0
hahhahahahahhaha	1.0
class	3.0
oan	1.0
kapteng	1.0
terafiliasi	2.0
dikepulauaan	1.0
nnya	3.0
mendalam	5.0
lhoooo	4.0
lebaaran	1.0
tinjau	1.0
seulgi	1.0
dipungkiri	2.0
plangaplongo	1.0
kulacak	1.0
oce	28.0
oci	1.0
mengepalai	2.0
ock	1.0
bersorah	1.0
gontok	2.0
kapanpun	9.0
penggeneralisasian	1.0
issue	11.0
metal	3.0
gambar	42.0
oda	1.0
ode	3.0
tombak	3.0
buang	75.0
angkutan	1.0
menyudutkn	1.0
semangt	1.0
nyidik	1.0
diprlukan	1.0
tapiiiiiii	2.0
oee	1.0
dirikan	2.0
oeg	1.0
pembela	83.0
panassssss	1.0
oei	3.0
siiiioo888i	1.0
buritmu	2.0
oek	4.0
dalabgnya	1.0
oel	1.0
pembeli	1.0
ameeenn	1.0
oey	1.0
udah2	2.0
isssh	1.0
berkutat	3.0
katib	2.0
demoklasi	1.0
dadaaah	2.0
off	13.0
clana	1.0
aaaahhh	1.0
penyantap	1.0
terdalam	1.0
antagonis	3.0
mayarakat	1.0
riadi	1.0
homo7	11.0
memperpuruk	1.0
oga	1.0
kliatannya	2.0
oge	1.0
peank	1.0
katik	3.0
pemberi	2.0
mantaff	1.0
claim	6.0
nginjek	5.0
peang	29.0
mnghormati	5.0
kanker	5.0
ahyz	1.0
meter	6.0
meteo	1.0
adanya	124.0
metek	1.0
ohh	28.0
ratingnya	3.0
daniel	1.0
disitukan	2.0
secepatny	1.0
demoer	1.0
nunjuk	9.0
riaiq	1.0
udaah	1.0
anjiiiiiingggg	1.0
landa	2.0
berlumur	1.0
noda	2.0
oii	2.0
brader	13.0
pnghncur	3.0
metik	2.0
onani	11.0
bekasnya	1.0
ok2	1.0
diistimewakan	1.0
diluar	73.0
euih	1.0
gomblookkkkkkkkk	1.0
oje	2.0
oji	1.0
tapiiiiiiiii	1.0
ahaok	2.0
pajang2	2.0
ojo	26.0
kepemimpinanmu	1.0
paketin	3.0
mgingat	1.0
mnmbh	1.0
dipenuhi	11.0
okb	4.0
oke	133.0
oki	6.0
okk	2.0
gorengang	1.0
mesim	1.0
pujaannya	1.0
okt	3.0
ayat51	2.0
persoalannya	1.0
oky	1.0
noer	1.0
devide	4.0
old	2.0
keracunan	4.0
teanskripnya	1.0
ole	1.0
olh	27.0
bertolak	6.0
oli	1.0
demoin	4.0
berenang	9.0
menkafirkan	1.0
olo	15.0
mlakukn	1.0
seimbangkn	1.0
oma	5.0
senjata	54.0
omg	10.0
amiiittt	1.0
nunguin	1.0
selangkangan	10.0
noha	1.0
omm	5.0
dijadikannya	1.0
bubib	1.0
meski	33.0
huhhhhhh	1.0
pembeda	5.0
jahananm	1.0
bawaanx	2.0
one	38.0
ong	8.0
mesir	13.0
oni	1.0
mesin	13.0
sampeyan	32.0
ono	21.0
kekuranggannya	2.0
kecilpun	1.0
nemen	3.0
dgnmu	1.0
bercengkrama	1.0
milenia	1.0
bersemayam	1.0
aida	1.0
melumpuhkan	1.0
ooi	1.0
ooh	17.0
ook	1.0
oom	12.0
ool	1.0
panaroit	1.0
ooo	23.0
memperjuangkan	11.0
oon	120.0
lnsng	1.0
kangmas	1.0
pertentang	1.0
oow	2.0
cheung	1.0
indrati	1.0
aids	1.0
iyaaaaa	1.0
kebanikan	2.0
betlaku	1.0
opa	2.0
stement	1.0
panjenengan	2.0
opi	1.0
disidik	1.0
hahahhaaaa	1.0
demomu	4.0
opm	2.0
ditaburnya	1.0
opp	2.0
opo	141.0
nohh	1.0
broknya	1.0
opu	1.0
berkharisma	1.0
omnganya	1.0
euro	3.0
etnik	1.0
tetinggi	1.0
etnis	51.0
ormas	307.0
istiq	2.0
gazibu	1.0
erdogan	1.0
habibana	1.0
hancur2an	1.0
honey	3.0
massaaa	1.0
lamis	1.0
orb	2.0
ora	63.0
mesod	2.0
nashidik	1.0
widi	1.0
ceteknya	1.0
orh	2.0
org	2151.0
wkkwwkkwmkw	1.0
ori	3.0
kebakaean	1.0
honda	7.0
gembala	5.0
berevolusi	2.0
oro	1.0
menyiarkan	5.0
mengab	1.0
panjangggg	1.0
ngeludah	1.0
hondu	1.0
mengatakannya	3.0
kendiri	1.0
puzinggggbacanyah	1.0
lekuk2	1.0
sepuasmu	2.0
pngecualian	1.0
hahahahahaah	1.0
oso	2.0
berhari	1.0
nomo	1.0
ost	1.0
nomr	2.0
rabbal	12.0
kasta	2.0
ota	1.0
eutt	1.0
atuuuuut	1.0
otk	1.0
apresiasi	2.0
hendaklah	1.0
kasus	74.0
dimaklumin	5.0
kasur	2.0
ott	51.0
otu	3.0
dogbut	1.0
non1	2.0
bubak	1.0
ouh	2.0
ternistakan	1.0
mewujutkn	1.0
nope	1.0
wiii	1.0
sportip	1.0
oum	3.0
disejahterakan	1.0
tphnya	1.0
mengakuinya	10.0
kepercyaan	1.0
warisatul	1.0
sportif	9.0
gotho	1.0
our	1.0
out	27.0
takbtau	1.0
ouw	2.0
nngak	1.0
hanifan	2.0
nooo	1.0
noor	5.0
aejati	2.0
dibpelintir	1.0
potret	3.0
messi	11.0
ovj	4.0
jagnan	1.0
ovi	1.0
demooo	3.0
wihh	1.0
mesra	4.0
nooh	1.0
tombol	1.0
nool	2.0
hamilnya	1.0
berjmaah	4.0
hahahahahaaa	2.0
mendapatkan	39.0
owc	2.0
bubar	86.0
euuy	2.0
tomboy	1.0
owe	10.0
umpetin	1.0
owi	7.0
nord	2.0
magic	1.0
owh	8.0
lampu	18.0
owk	1.0
nora	1.0
gambul	1.0
makannye	2.0
kastanya	1.0
janjibuanag	1.0
oww	3.0
naaah	2.0
makannya	14.0
rizzik	1.0
5inc	1.0
argentina	4.0
nnggu	1.0
mesus	1.0
rizziq	1.0
mesum	270.0
diselesaikan	11.0
berpekara	2.0
wiji	1.0
luarbiasa	2.0
dicincang	1.0
oya	4.0
mungjkar	1.0
oye	5.0
peneggak	1.0
oyi	1.0
mesti	115.0
note	1.0
combro	3.0
aint	1.0
muaannttaappzz	1.0
sipeot	2.0
devina	2.0
aing	8.0
berhala	11.0
noto	1.0
ahiratmu	2.0
noss	1.0
xtrail	1.0
ngenunjak	2.0
mjadi	3.0
faskes	1.0
nota	2.0
bekingi	2.0
keberhasilan	16.0
kekamera	1.0
will	5.0
teloleeeeettttt	1.0
ibana	1.0
mbasmi	2.0
wlupun	1.0
sengsaranya	3.0
meskpun	1.0
euyy	1.0
ak47	1.0
pemeritahan	1.0
air2	2.0
novi	5.0
murtadin2	2.0
rider	2.0
ccccxxcccxccccxx	1.0
andai2	3.0
dtujukan	1.0
bantuin	5.0
angketnya	4.0
maju2	9.0
seminggu	8.0
sendirian	20.0
publikasi	1.0
oaaalaaahhh	1.0
lingkungan	15.0
jingkrak	7.0
pedih	23.0
dgusur	1.0
sorotan	1.0
ekwkwk	3.0
todong	3.0
kelingan	1.0
menyebalkan	4.0
wis2	1.0
tausiyahnya	1.0
majud	1.0
laboratorium	1.0
propokatorr	1.0
memperlihat	1.0
tertiup	1.0
majuu	3.0
pa2	5.0
diloparkan	1.0
cantiikkk	1.0
sektarian	2.0
peecah	1.0
astaghfirulloh	6.0
luuuuuuuuuuuu	1.0
mewah	8.0
nyusurin	1.0
kodratnya	1.0
ardianayah	1.0
rujukan	4.0
unggul	32.0
mudahnya	5.0
eforia	1.0
dipolisikan	2.0
ekwkw	1.0
beraqidah	1.0
anggodo	1.0
setingan	16.0
wiss	2.0
danang	1.0
mmmmm0	1.0
mashinton	1.0
paa	1.0
mengantar	2.0
hwhwhwh	1.0
pad	2.0
wise	3.0
danany	2.0
pah	3.0
henti2	2.0
paj	2.0
koropsi	53.0
pal	2.0
5ive	1.0
pak	4062.0
pan	55.0
mantaffff	5.0
pao	2.0
par	1.0
pat	14.0
pas	192.0
ridho	16.0
lemaknya	1.0
rasyid	7.0
aiss	1.0
kepadamu	6.0
pay	1.0
memalukan	114.0
weeeeeek	1.0
memalukam	1.0
tenteng2	1.0
pbb	3.0
ridha	1.0
